a | ARTICLE
overinsure | VERB 
overinsured | VERB 
overinsures | VERB 
overissue | VERB 
overissues | VERB 
overlapping | VERB 
overlaying | VERB 
overlayings | VERB 
overliving | VERB 
overlying | VERB 
overmanning | VERB 
overmaster | VERB 
overmasters | VERB 
overmatches | VERB 
overpasses | VERB 
overpaying | VERB 
overpeople | VERB 
overpeoples | VERB 
overpersuade | VERB 
overpersuades | VERB 
overpitches | VERB 
overplying | VERB 
overpower | VERB 
overpowers | VERB 
overpraises | VERB 
overpraising | VERB 
overpresses | VERB 
overprices | VERB 
overpricing | VERB 
overprizes | VERB 
overprizing | VERB 
overraking | VERB 
overrated | VERB 
overrating | VERB 
overreaches | VERB 
overreact | VERB 
overreacts | VERB 
overripen | VERB 
overripens | VERB 
overruling | VERB 
overrunning | VERB 
overscoring | VERB 
overseeing | VERB 
overselling | VERB 
oversewing | VERB 
overshaded | VERB 
overshading | VERB 
overshadow | VERB 
overshadows | VERB 
overshooting | VERB 
oversleeping | VERB 
overslipping | VERB 
overspreading | VERB 
overstepping | VERB 
overstresses | VERB 
overstretches | VERB 
overstridden | VERB 
overstriding | VERB 
overstudied | VERB 
overstudies | VERB 
overstudy | VERB 
oversubscribe | VERB 
oversubscribes | VERB 
oversupplies | VERB 
oversupply | VERB 
overtaxes | VERB 
overtiming | VERB 
overtiring | VERB 
overtopping | VERB 
overturing | VERB 
overuses | VERB 
overusing | VERB 
overvalue | VERB 
overvalued | VERB 
overvalues | VERB 
overwatches | VERB 
overwearied | VERB 
overwearies | VERB 
overweary | VERB 
overwinding | VERB 
overwinter | VERB 
overwinters | VERB 
overworking | VERB 
oviposit | VERB 
oviposits | VERB 
oxidises | VERB 
oxidising | VERB 
oxidizes | VERB 
oxygenate | VERB 
oxygenates | VERB 
oxygenize | VERB 
oxygenized | VERB 
ozonizes | VERB 
ozonizing | VERB 
pacificate | VERB 
pacificates | VERB 
pacifying | VERB 
paganises | VERB 
paganising | VERB 
paganizes | VERB 
paganizing | VERB 
paginated | VERB 
paginating | VERB 
palatalise | VERB 
palatalize | VERB 
palisaded | VERB 
palisading | VERB 
palliated | VERB 
palliating | VERB 
palpitated | VERB 
palpitating | VERB 
panegyrize | VERB 
panegyrized | VERB 
parabolise | VERB 
parabolised | VERB 
parabolize | VERB 
parabolized | VERB 
parachuted | VERB 
parachuting | VERB 
paraffining | VERB 
paralleling | VERB 
parallelise | VERB 
parallelised | VERB 
parallelize | VERB 
parallelized | VERB 
paralyses | VERB 
paralysing | VERB 
paralyzes | VERB 
paraphrases | VERB 
parasitize | VERB 
parchmentizes | VERB 
parchmentizing | VERB 
parenthesize | VERB 
parenthesized | VERB 
partialises | VERB 
partialising | VERB 
participate | VERB 
participates | VERB 
pasquinaded | VERB 
pasquinading | VERB 
pasteurises | VERB 
pasteurising | VERB 
pasteurizes | VERB 
patronages | VERB 
patronises | VERB 
patronizes | VERB 
patronizing | VERB 
pauperises | VERB 
pauperising | VERB 
pauperizes | VERB 
pauperizing | VERB 
peculated | VERB 
peculating | VERB 
peculiarise | VERB 
peculiarised | VERB 
peculiarize | VERB 
peculiarized | VERB 
pedestalling | VERB 
peduncular | VERB 
penalises | VERB 
penalising | VERB 
penalizes | VERB 
penalizing | VERB 
peninsulate | VERB 
peninsulates | VERB 
peptonises | VERB 
peptonising | VERB 
peptonizes | VERB 
peptonizing | VERB 
perambulate | VERB 
perambulates | VERB 
percolated | VERB 
percolating | VERB 
peregrinate | VERB 
peregrinates | VERB 
perjurious | VERB 
permeated | VERB 
permeating | VERB 
permutated | VERB 
permutating | VERB 
perorated | VERB 
perorating | VERB 
peroxided | VERB 
peroxiding | VERB 
peroxidize | VERB 
peroxidized | VERB 
perpetrated | VERB 
perpetrating | VERB 
perpetuate | VERB 
perpetuates | VERB 
persecuted | VERB 
persecuting | VERB 
personalize | VERB 
personated | VERB 
personating | VERB 
personified | VERB 
personifies | VERB 
personify | VERB 
petrifying | VERB 
phagocytose | VERB 
phagocytosed | VERB 
phenomenize | VERB 
philosophise | VERB 
philosophised | VERB 
philosophize | VERB 
philosophized | VERB 
phlebotomise | VERB 
phlebotomised | VERB 
phlebotomize | VERB 
phonemicize | VERB 
phonemicized | VERB 
phosphatises | VERB 
phosphatising | VERB 
phosphatizes | VERB 
phosphatizing | VERB 
phosphorated | VERB 
phosphorating | VERB 
phosphoresces | VERB 
phosphorescing | VERB 
phosphorises | VERB 
phosphorising | VERB 
phosphorylate | VERB 
phosphorylates | VERB 
photocopies | VERB 
photocopy | VERB 
photoengrave | VERB 
photoengraved | VERB 
photoengraves | VERB 
pigeonholing | VERB 
pilgrimaging | VERB 
pirouetted | VERB 
pirouetting | VERB 
pitapatted | VERB 
pitapatting | VERB 
plagiarises | VERB 
plagiarising | VERB 
plagiarizes | VERB 
plagiarizing | VERB 
plasmolyses | VERB 
plasticises | VERB 
plasticising | VERB 
plasticizes | VERB 
plasticizing | VERB 
platinises | VERB 
platinising | VERB 
platinizes | VERB 
platinizing | VERB 
plebeianise | VERB 
plebeianised | VERB 
plebeianize | VERB 
plebeianized | VERB 
pluralises | VERB 
pluralising | VERB 
pluralizes | VERB 
pluralizing | VERB 
poeticise | VERB 
poeticised | VERB 
poeticize | VERB 
poeticized | VERB 
poetizes | VERB 
poetizing | VERB 
polarizes | VERB 
polarizing | VERB 
politicise | VERB 
politicised | VERB 
politicize | VERB 
politicized | VERB 
pollinated | VERB 
pollinating | VERB 
polymerize | VERB 
polymerized | VERB 
pontificate | VERB 
pontificates | VERB 
popularise | VERB 
popularised | VERB 
popularize | VERB 
porcelainize | VERB 
porcelainized | VERB 
postulated | VERB 
postulating | VERB 
potentiate | VERB 
potentiates | VERB 
preadmonish | VERB 
preannounces | VERB 
preannouncing | VERB 
prearranges | VERB 
prearranging | VERB 
precipitate | VERB 
precipitates | VERB 
preconceiving | VERB 
precondition | VERB 
preconditions | VERB 
preconizes | VERB 
preconsuming | VERB 
predeceases | VERB 
predeceasing | VERB 
predefining | VERB 
predesignate | VERB 
predesignates | VERB 
predestinate | VERB 
predestinates | VERB 
predestining | VERB 
predetermine | VERB 
predetermines | VERB 
predevelop | VERB 
predevelops | VERB 
predicated | VERB 
predicating | VERB 
predisposes | VERB 
predominate | VERB 
predominates | VERB 
prefabricate | VERB 
prefabricates | VERB 
prejudices | VERB 
prejudicing | VERB 
premedicate | VERB 
premedicates | VERB 
premeditate | VERB 
premeditates | VERB 
premonishes | VERB 
prenominate | VERB 
prenotified | VERB 
prenotifies | VERB 
prenotify | VERB 
preoccupies | VERB 
preoccupy | VERB 
preponderate | VERB 
preponderates | VERB 
prepossesses | VERB 
presanctified | VERB 
presanctifies | VERB 
presanctify | VERB 
prescriptivist | VERB 
prescriptivists | VERB 
presignifies | VERB 
presignify | VERB 
pressurizes | VERB 
pressurizing | VERB 
presupposes | VERB 
presupposing | VERB 
pretermitted | VERB 
pretermitting | VERB 
prettifying | VERB 
prevaricate | VERB 
prevaricates | VERB 
privileges | VERB 
privileging | VERB 
procrastinate | VERB 
procrastinates | VERB 
prognosticate | VERB 
prognosticates | VERB 
proliferate | VERB 
proliferates | VERB 
prologises | VERB 
prologising | VERB 
prologizes | VERB 
prologizing | VERB 
prologuises | VERB 
prologuising | VERB 
prologuizes | VERB 
prologuizing | VERB 
prolongated | VERB 
prolongating | VERB 
propagandise | VERB 
propagandised | VERB 
propagandize | VERB 
propagandized | VERB 
propitiate | VERB 
propitiates | VERB 
proportionate | VERB 
proportionates | VERB 
proposition | VERB 
propositions | VERB 
proselytise | VERB 
proselytised | VERB 
proselytize | VERB 
proselytized | VERB 
protuberate | VERB 
protuberates | VERB 
psychologize | VERB 
psychologized | VERB 
publicises | VERB 
publicizes | VERB 
pullulated | VERB 
pullulating | VERB 
pulverises | VERB 
pulverising | VERB 
pulverizes | VERB 
pulverizing | VERB 
purifying | VERB 
pustulated | VERB 
pustulating | VERB 
putrefying | VERB 
quadruplicate | VERB 
quadruplicates | VERB 
qualifying | VERB 
qualifyings | VERB 
quantifying | VERB 
quintuplicate | VERB 
quintuplicates | VERB 
racemizes | VERB 
radiated | VERB 
radiating | VERB 
ramifying | VERB 
randomizes | VERB 
rarefying | VERB 
ratifying | VERB 
rationalise | VERB 
rationalised | VERB 
rationalize | VERB 
rationalized | VERB 
reaccustom | VERB 
reaccustoms | VERB 
reacquiring | VERB 
reactivate | VERB 
reactivates | VERB 
readdresses | VERB 
readmitted | VERB 
readmitting | VERB 
readvertise | VERB 
readvertised | VERB 
readvises | VERB 
readvising | VERB 
reafforest | VERB 
reafforests | VERB 
realises | VERB 
realising | VERB 
realizes | VERB 
reallocate | VERB 
reallocates | VERB 
reallotted | VERB 
reallotting | VERB 
reannexes | VERB 
reapplying | VERB 
reapportion | VERB 
reapportions | VERB 
reappraises | VERB 
reappraising | VERB 
rearisen | VERB 
rearises | VERB 
rearising | VERB 
rearouses | VERB 
rearousing | VERB 
rearranges | VERB 
rearranging | VERB 
reassemble | VERB 
reassembles | VERB 
reassesses | VERB 
reassuming | VERB 
reattaches | VERB 
reawaken | VERB 
reawakens | VERB 
rebaptizes | VERB 
rebaptizing | VERB 
reburying | VERB 
recalcitrate | VERB 
recalcitrates | VERB 
recalculate | VERB 
recalculates | VERB 
recalesces | VERB 
recalescing | VERB 
recapturing | VERB 
rechallenges | VERB 
rechallenging | VERB 
reciprocate | VERB 
reciprocates | VERB 
recirculate | VERB 
recirculates | VERB 
recognises | VERB 
recognising | VERB 
recognizes | VERB 
recognizing | VERB 
recolonise | VERB 
recolonised | VERB 
recolonize | VERB 
recolonized | VERB 
recombining | VERB 
recommences | VERB 
recommencing | VERB 
recommission | VERB 
recommissions | VERB 
recommitted | VERB 
recommitting | VERB 
recompenses | VERB 
recompensing | VERB 
recomposes | VERB 
reconciling | VERB 
recondenses | VERB 
recondensing | VERB 
recondition | VERB 
reconditions | VERB 
reconnoiter | VERB 
reconnoiters | VERB 
reconnoitre | VERB 
reconnoitres | VERB 
reconsecrate | VERB 
reconsecrates | VERB 
reconsider | VERB 
reconsiders | VERB 
reconstitute | VERB 
reconstitutes | VERB 
reconvening | VERB 
recopying | VERB 
recriminate | VERB 
recriminates | VERB 
recrudesces | VERB 
recrudescing | VERB 
recrystallise | VERB 
recrystallised | VERB 
recrystallize | VERB 
recrystallized | VERB 
rectifying | VERB 
recuperate | VERB 
recuperates | VERB 
redecorate | VERB 
redecorates | VERB 
rededicate | VERB 
rededicates | VERB 
redefining | VERB 
redeliver | VERB 
redelivers | VERB 
redescribing | VERB 
redetermine | VERB 
redetermined | VERB 
redetermines | VERB 
redevelop | VERB 
redevelops | VERB 
redintegrate | VERB 
redintegrates | VERB 
rediscover | VERB 
rediscovers | VERB 
redissolving | VERB 
redistribute | VERB 
redistributes | VERB 
redivided | VERB 
redividing | VERB 
reduplicate | VERB 
reduplicates | VERB 
referencing | VERB 
refinancing | VERB 
refocuses | VERB 
refocusing | VERB 
reformulate | VERB 
reformulates | VERB 
refortified | VERB 
refortifies | VERB 
refortify | VERB 
refrigerate | VERB 
refrigerates | VERB 
refuelling | VERB 
refurbishes | VERB 
refurnishes | VERB 
regelated | VERB 
regelating | VERB 
regenerate | VERB 
regenerates | VERB 
regionalize | VERB 
regionalized | VERB 
regularize | VERB 
regulated | VERB 
regulating | VERB 
regurgitate | VERB 
regurgitates | VERB 
reimburses | VERB 
reimbursing | VERB 
reimposes | VERB 
reimposing | VERB 
reincarnate | VERB 
reincarnates | VERB 
reincreases | VERB 
reincreasing | VERB 
reinforces | VERB 
reinfuses | VERB 
reinfusing | VERB 
reinhabit | VERB 
reinhabits | VERB 
reinspiring | VERB 
reinstated | VERB 
reinstating | VERB 
reinsuring | VERB 
reintegrate | VERB 
reintegrates | VERB 
reinterpret | VERB 
reinterprets | VERB 
reinterring | VERB 
reintroduce | VERB 
reintroduced | VERB 
reinvolving | VERB 
reissuing | VERB 
reiterate | VERB 
reiterates | VERB 
rejuvenate | VERB 
rejuvenates | VERB 
rejuvenesce | VERB 
rejuvenise | VERB 
rejuvenised | VERB 
rejuvenize | VERB 
rejuvenized | VERB 
relativize | VERB 
relegated | VERB 
relegating | VERB 
relinquishes | VERB 
relocated | VERB 
relocating | VERB 
remarrying | VERB 
remeasuring | VERB 
remediate | VERB 
remigrated | VERB 
remigrating | VERB 
reminisces | VERB 
remodelling | VERB 
remodified | VERB 
remodifies | VERB 
remodify | VERB 
remonetise | VERB 
remonetised | VERB 
remonetize | VERB 
remonetized | VERB 
remortgages | VERB 
remortgaging | VERB 
remunerate | VERB 
remunerates | VERB 
renormalize | VERB 
renormalized | VERB 
renovated | VERB 
renovating | VERB 
reoccupied | VERB 
reoccupies | VERB 
reoccupy | VERB 
reoccurring | VERB 
reorganise | VERB 
reorganised | VERB 
reorganize | VERB 
reorganized | VERB 
reorient | VERB 
reorients | VERB 
repackages | VERB 
repackaging | VERB 
repaginate | VERB 
repaginates | VERB 
repartition | VERB 
repartitions | VERB 
repatriate | VERB 
repatriates | VERB 
reperuses | VERB 
reperusing | VERB 
rephotograph | VERB 
rephotographs | VERB 
replenishes | VERB 
repopulate | VERB 
repopulates | VERB 
reposition | VERB 
repositions | VERB 
repossesses | VERB 
reprobated | VERB 
reprobating | VERB 
reprocesses | VERB 
reproduces | VERB 
reproducing | VERB 
republishes | VERB 
repudiate | VERB 
repudiates | VERB 
repurified | VERB 
repurifies | VERB 
repurify | VERB 
requisition | VERB 
requisitions | VERB 
reradiate | VERB 
reradiates | VERB 
reregister | VERB 
reregisters | VERB 
reregulate | VERB 
reregulates | VERB 
resaluted | VERB 
resaluting | VERB 
rescheduling | VERB 
resentences | VERB 
resentencing | VERB 
resinified | VERB 
resinifies | VERB 
resinify | VERB 
resonated | VERB 
resonating | VERB 
restructuring | VERB 
resubmitted | VERB 
resubmitting | VERB 
resupplying | VERB 
resurfaces | VERB 
resurfacing | VERB 
resuscitate | VERB 
resuscitates | VERB 
retaliate | VERB 
retaliates | VERB 
reticulate | VERB 
reticulates | VERB 
retiringly | VERB 
retransferring | VERB 
retranslated | VERB 
retranslating | VERB 
retransmitted | VERB 
retransmitting | VERB 
retroceded | VERB 
retroceding | VERB 
retrograded | VERB 
retrograding | VERB 
retrogresses | VERB 
reunified | VERB 
reunifies | VERB 
reunify | VERB 
reunited | VERB 
reuniting | VERB 
reupholster | VERB 
reupholsters | VERB 
revaccinate | VERB 
revaccinates | VERB 
revalidate | VERB 
revalidates | VERB 
revalorize | VERB 
revaluing | VERB 
reverberate | VERB 
reverberates | VERB 
revictualing | VERB 
revindicate | VERB 
revindicates | VERB 
revitalise | VERB 
revitalised | VERB 
revitalize | VERB 
revitalized | VERB 
revivified | VERB 
revivifies | VERB 
revivify | VERB 
rhapsodizes | VERB 
rhapsodizing | VERB 
ridiculing | VERB 
rigidified | VERB 
rigidifies | VERB 
rigidify | VERB 
ritualize | VERB 
ritualized | VERB 
robotizes | VERB 
robotizing | VERB 
rodomontade | VERB 
rodomontades | VERB 
romanticise | VERB 
romanticize | VERB 
romanticized | VERB 
routinizes | VERB 
routinizing | VERB 
royalises | VERB 
royalising | VERB 
royalizes | VERB 
royalizing | VERB 
rubberises | VERB 
rubberising | VERB 
rubberizes | VERB 
rubberizing | VERB 
rubricating | VERB 
ruggedizes | VERB 
ruminated | VERB 
ruminating | VERB 
ruralises | VERB 
ruralising | VERB 
ruralizes | VERB 
ruralizing | VERB 
rusticated | VERB 
rusticating | VERB 
sabotages | VERB 
sabotaging | VERB 
sacrifices | VERB 
salifying | VERB 
sanitises | VERB 
sanitising | VERB 
sanitizes | VERB 
sanitizing | VERB 
saponified | VERB 
saponifies | VERB 
saponify | VERB 
satiated | VERB 
satiating | VERB 
satirises | VERB 
satirising | VERB 
satirizes | VERB 
satirizing | VERB 
scandalises | VERB 
scandalising | VERB 
scandalizes | VERB 
scandalizing | VERB 
scarifying | VERB 
schematises | VERB 
schematising | VERB 
schematizes | VERB 
schillerizes | VERB 
schillerizing | VERB 
scintillated | VERB 
scintillating | VERB 
scorifying | VERB 
scrutinises | VERB 
scrutinising | VERB 
scrutinizes | VERB 
sectionalise | VERB 
sectionalised | VERB 
sectionalize | VERB 
sectionalized | VERB 
secularise | VERB 
secularised | VERB 
secularize | VERB 
segregated | VERB 
segregating | VERB 
semaphoring | VERB 
sensitizes | VERB 
sensitizing | VERB 
sensualize | VERB 
sensualized | VERB 
separated | VERB 
separating | VERB 
sequestrated | VERB 
sequestrating | VERB 
serenaded | VERB 
serenading | VERB 
serialise | VERB 
serialised | VERB 
serialize | VERB 
serialized | VERB 
sermonises | VERB 
sermonising | VERB 
sermonizes | VERB 
sermonizing | VERB 
serpentinize | VERB 
serpentinized | VERB 
sexualize | VERB 
sexualized | VERB 
sherardizes | VERB 
sibilated | VERB 
sibilating | VERB 
signalises | VERB 
signalising | VERB 
signalizes | VERB 
signalizing | VERB 
signifying | VERB 
silhouetted | VERB 
silhouetting | VERB 
silicified | VERB 
silicifies | VERB 
silicify | VERB 
silverises | VERB 
silverising | VERB 
simulating | VERB 
singularize | VERB 
singularized | VERB 
sinuated | VERB 
situated | VERB 
situating | VERB 
skeletonise | VERB 
skeletonised | VERB 
skeletonize | VERB 
slenderizes | VERB 
slenderizing | VERB 
socialises | VERB 
socialising | VERB 
socializes | VERB 
socializing | VERB 
solarizes | VERB 
solarizing | VERB 
solemnifies | VERB 
solemnify | VERB 
solemnizes | VERB 
solemnizing | VERB 
solidified | VERB 
solidifies | VERB 
solidify | VERB 
soliloquise | VERB 
soliloquised | VERB 
soliloquize | VERB 
soliloquized | VERB 
solubilize | VERB 
somnambulate | VERB 
somnambulates | VERB 
sonnetises | VERB 
sonnetising | VERB 
sonnetizes | VERB 
sonnetizing | VERB 
sophisticate | VERB 
sophisticates | VERB 
sovietize | VERB 
specialises | VERB 
specialising | VERB 
specializes | VERB 
specifying | VERB 
speculated | VERB 
speculating | VERB 
spoliated | VERB 
spoliating | VERB 
sporulated | VERB 
sporulating | VERB 
stabilises | VERB 
stabilising | VERB 
stabilizes | VERB 
stabilizing | VERB 
standardises | VERB 
standardizes | VERB 
standardizing | VERB 
steeplechases | VERB 
stereochrome | VERB 
stereotype | VERB 
stereotypes | VERB 
sterilises | VERB 
sterilising | VERB 
sterilizes | VERB 
sterilizing | VERB 
stevedoring | VERB 
stigmatizes | VERB 
